raw_finish_time, proof_generation_time, proof_checking_time, raw_proof_size, raw_derivation_steps, trimmed_proof_size, trimmed_derivation_steps
0.049530982971191406, 0.04276394844055176, 0, 0, 0, 0, 0
0.11267805099487305, 0.10877394676208496, 0, 0, 0, 0, 0
0.4653439521789551, 0.31176280975341797, 0.07647585868835449, 230497, 963, 17678, 93
0.4560549259185791, 0.31299614906311035, 0.07299613952636719, 231214, 963, 17698, 93
0.13286113739013672, 0.1495511531829834, 0, 0, 0, 0, 0
0.12268900871276855, 0.09900307655334473, 0.06768584251403809, 133266, 398, 18275, 73
0.04313778877258301, 0.04242992401123047, 0, 0, 0, 0, 0
0.12523889541625977, 0.09962272644042969, 0.06712913513183594, 127609, 398, 14490, 73
0.13335013389587402, 0.13391780853271484, 0, 0, 0, 0, 0
0.07284379005432129, 0.07247519493103027, 0, 0, 0, 0, 0
0.4875600337982178, 0.35483789443969727, 0.09858894348144531, 255746, 1091, 22298, 114
0.07089400291442871, 0.06817507743835449, 0, 0, 0, 0, 0
0.36006903648376465, 0.3113219738006592, 0.08167314529418945, 233310, 963, 17920, 93
0.08937215805053711, 0.08740782737731934, 0, 0, 0, 0, 0
0.08959412574768066, 0.09083080291748047, 0, 0, 0, 0, 0
0.386646032333374, 0.31931114196777344, 0.08311820030212402, 244885, 1028, 18249, 93
0.5229063034057617, 0.31120896339416504, 0.08113312721252441, 234133, 963, 18016, 93
0.37653088569641113, 0.31443309783935547, 0.08180093765258789, 234159, 963, 18016, 93
0.055541038513183594, 0.05551004409790039, 0, 0, 0, 0, 0
0.5490763187408447, 0.3141062259674072, 0.08204221725463867, 234169, 963, 18016, 93
0.0899658203125, 0.08960413932800293, 0, 0, 0, 0, 0
0.042530059814453125, 0.04252219200134277, 0, 0, 0, 0, 0
0.13250398635864258, 0.15514087677001953, 0, 0, 0, 0, 0
0.042199134826660156, 0.04269695281982422, 0, 0, 0, 0, 0
0.0425567626953125, 0.04165315628051758, 0, 0, 0, 0, 0
